author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297313098/,Москва,sale,flat,3,21,2,56.6,-1,0,65090000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303828250/,Москва,sale,flat,7,18,4,162.8,-1,0,78000000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/303063041/,Москва,sale,flat,10,23,5,196.0,-1,0,80000000.0,Гагаринский,Ломоносовский проспект,7К5,Университет,
Донстрой,developer,https://www.cian.ru/sale/flat/304095710/,Москва,sale,flat,2,12,3,135.1,-1,0,84329420.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301927997/,Москва,sale,flat,7,79,3,90.6,-1,0,85000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302151047/,Москва,sale,flat,2,29,4,150.0,-1,0,99000000.0,Раменки, Улофа Пальме,1с7,Минская,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329494/,Москва,sale,flat,6,9,3,107.1,-1,0,101590668.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Sminex,developer,https://www.cian.ru/sale/flat/303498845/,Москва,sale,flat,9,10,3,95.5,-1,0,106170000.0,Пресненский,2-я Черногрязская ,,Улица 1905 года,Квартал LIFE TIME
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303070431/,Москва,sale,flat,12,15,3,117.0,-1,0,140000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299654561/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299638326/,Москва,sale,flat,40,59,4,175.2,-1,0,243000000.0,Пресненский,набережная Пресненская,6с2,Деловой центр,Imperia Tower
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/291733228/,Москва,sale,flat,2,7,4,161.6,-1,0,265500000.0,Арбат, Малая Молчановка,8,Арбатская,
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301039807/,Москва,sale,flat,4,9,4,202.0,-1,0,290000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/287929947/,Москва,sale,flat,7,22,2,75.0,-1,0,40000000.0,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551600/,Москва,sale,flat,33,34,3,92.3,-1,0,39873600.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
MR Group,developer,https://www.cian.ru/sale/flat/303861723/,Москва,sale,flat,34,54,3,84.01,-1,0,42564927.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК
Илья Бабайцев,realtor,https://www.cian.ru/sale/flat/303521182/,Москва,sale,flat,14,31,3,87.0,-1,0,52000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302958205/,Москва,sale,flat,20,29,4,154.9,-1,0,62000000.0,Якиманка,Мытная ,40к3,Шаболовская,Sky House
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297577752/,Москва,sale,flat,10,53,3,94.3,-1,0,67000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303954259/,Москва,sale,flat,16,51,5,179.0,-1,0,70000000.0,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
DOORS AGENCY,real_estate_agent,https://www.cian.ru/sale/flat/302595800/,Москва,sale,flat,8,21,4,152.1,-1,0,78000000.0,Тропарево-Никулино,проспект Вернадского,92К1,Тропарёво,Корона Эйр
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/289028265/,Москва,sale,flat,44,53,4,157.0,-1,0,95000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300821708/,Москва,sale,flat,11,11,5,179.2,-1,0,114000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303620291/,Москва,sale,flat,13,57,3,130.0,-1,0,122957769.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302534379/,Москва,sale,flat,3,8,3,111.0,-1,0,128750000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302532726/,Москва,sale,flat,3,8,3,111.0,-1,0,128750000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302535803/,Москва,sale,flat,8,9,4,150.0,-1,0,231523500.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/302401453/,Москва,sale,flat,2,7,3,161.6,-1,0,265500000.0,Арбат, Малая Молчановка,7,Арбатская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302536248/,Москва,sale,flat,8,9,5,191.0,-1,0,295554000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301355280/,Москва,sale,flat,4,9,4,250.0,-1,0,325000000.0,Замоскворечье,Руновский переулок,12,Новокузнецкая,
Ирина Бережная,realtor,https://www.cian.ru/sale/flat/302575917/,Москва,sale,flat,14,21,2,47.8,-1,0,16200000.0,Лосиноостровский,Тайнинская ,9к1,Медведково,Нормандия
Unique,real_estate_agent,https://www.cian.ru/sale/flat/287678758/,Москва,sale,flat,4,26,1,46.0,-1,0,32000000.0,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303266323/,Москва,sale,flat,15,30,3,105.9,-1,0,38900000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087915/,Москва,sale,flat,6,14,4,95.7,-1,0,56000000.0,Раменки,проспект Генерала Дорохова,39к2Л,Минская,Собрание клубных домов West Garden
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087924/,Москва,sale,flat,4,14,4,91.1,-1,0,59000000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303542659/,Москва,sale,flat,7,25,3,99.0,-1,0,65140000.0,Раменки, Янковского,1к1,Аминьевская,Событие
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753523/,Москва,sale,flat,53,79,3,112.9,-1,0,135000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Sminex,developer,https://www.cian.ru/sale/flat/293711658/,Москва,sale,flat,3,6,3,136.8,-1,0,257570000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296112151/,Москва,sale,flat,69,78,3,269.4,-1,0,532000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Основа,developer,https://www.cian.ru/sale/flat/293623782/,Москва,sale,flat,15,28,3,50.4,-1,0,20910960.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК
MR Group,developer,https://www.cian.ru/sale/flat/300287876/,Москва,sale,flat,15,43,1,40.58,-1,0,22366982.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300855497/,Москва,sale,flat,30,30,3,94.0,-1,0,32000000.0,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
Главстрой,developer,https://www.cian.ru/sale/flat/302893251/,Москва,sale,flat,3,29,3,131.5,-1,0,59497079.0,Филевский парк,Береговой проезд,3,Шелепиха,Береговой
One Click Property,real_estate_agent,https://www.cian.ru/sale/flat/303961672/,Москва,sale,flat,5,5,3,92.0,-1,0,75000000.0,Арбат,Гоголевский бульвар,25С1,Кропоткинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296749844/,Москва,sale,flat,20,33,3,103.1,-1,0,77000000.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303296300/,Москва,sale,flat,38,68,2,72.5,-1,0,78000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302139340/,Москва,sale,flat,5,41,4,90.7,-1,0,82490000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/303294222/,Москва,sale,flat,60,65,3,235.0,-1,0,110000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294734371/,Москва,sale,flat,9,21,3,108.0,-1,0,120000000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298519182/,Москва,sale,flat,1,5,5,190.0,-1,0,129000000.0,Покровское-Стрешнево,Береговая ,4к10,Стрешнево,Покровский берег
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303782861/,Москва,sale,flat,15,22,4,226.3,-1,0,139900000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/301355208/,Москва,sale,flat,6,6,2,145.5,-1,0,158311079.0,Якиманка, Большая Полянка,61С2,Добрынинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294563230/,Москва,sale,flat,24,42,4,212.0,-1,0,184696259.0,Щукино,Авиационная ,77,Щукинская,Алые Паруса
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295403430/,Москва,sale,flat,5,6,5,225.0,-1,0,620000000.0,Пресненский,Большой Козихинский переулок,15,Пушкинская,Дом Бакст на Патриарших
Voller.one,real_estate_agent,https://www.cian.ru/sale/flat/300491067/,Москва,sale,flat,4,4,2,43.0,-1,0,10500000.0,Сокольники,2-я Рыбинская ,13,Красносельская,Loft Garden
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298908775/,Москва,sale,flat,3,9,2,58.1,-1,0,15500000.0,, Александры Монаховой,88к2,Бунинская аллея,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298225530/,Москва,sale,flat,11,17,3,52.0,-1,0,17000000.0,, Лобановский Лес,13,Прокшино,Прокшино
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303998939/,Москва,sale,flat,25,25,3,52.5,-1,0,17400000.0,, Саларьевская,14к3,Саларьево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298297481/,Москва,sale,flat,14,21,3,72.0,-1,0,18900000.0,, Бачуринская,9Ак2,Коммунарка,
Tekta Group,developer,https://www.cian.ru/sale/flat/303506224/,Москва,sale,flat,9,34,3,57.1,-1,0,22788610.0,Нагорный,,2,Нагорная,Твелв ЖК
Мангазея,developer,https://www.cian.ru/sale/flat/301581646/,Москва,sale,flat,16,21,1,47.6,-1,0,26227600.0,Щукино,Щукинская ,3,Щукинская,Интонация
Sminex,developer,https://www.cian.ru/sale/flat/303262598/,Москва,sale,flat,3,26,2,61.54,-1,0,29580000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300891551/,Москва,sale,flat,6,27,4,66.5,-1,0,35900000.0,Замоскворечье,Летниковская ,,Павелецкая,Voxhall
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/301404169/,Москва,sale,flat,3,14,2,44.0,-1,0,36500000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
Пионер,developer,https://www.cian.ru/sale/flat/301460242/,Москва,sale,flat,7,39,3,71.1,-1,0,44741025.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
MR Group,developer,https://www.cian.ru/sale/flat/301495924/,Москва,sale,flat,7,57,3,83.6,-1,0,50139351.0,Филевский парк,,,Фили,Фили Сити ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301362196/,Москва,sale,flat,3,15,1,65.0,-1,0,61000000.0,Раменки,Мосфильмовская ,31А,Ломоносовский проспект,KING & SONS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294361246/,Москва,sale,flat,18,25,3,98.0,-1,0,63500000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297587496/,Москва,sale,flat,2,5,3,88.0,-1,0,67500000.0,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/286250696/,Москва,sale,flat,8,19,4,140.0,-1,0,75000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,Сердце Столицы
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/301716912/,Москва,sale,flat,48,64,2,104.0,-1,0,88000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303800480/,Москва,sale,flat,35,41,3,98.0,-1,0,100000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/303201005/,Москва,sale,flat,53,73,3,224.0,-1,0,108000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303863797/,Москва,sale,flat,2,4,4,210.0,-1,0,137000000.0,Тверской,Петровский переулок,5С4,Пушкинская,
ID 413522,realtor,https://www.cian.ru/sale/flat/303087594/,Москва,sale,flat,7,14,2,95.0,-1,0,164990000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294619971/,Москва,sale,flat,24,35,4,212.3,-1,0,184696259.0,Щукино,Авиационная ,79Б,Щукинская,Алые Паруса
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301921989/,Москва,sale,flat,6,7,5,267.3,-1,0,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/302553046/,Москва,sale,flat,2,6,4,167.0,-1,0,320000000.0,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297729769/,Москва,sale,flat,5,9,5,202.0,-1,0,330000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
Life Style,real_estate_agent,https://www.cian.ru/sale/flat/303790635/,Москва,sale,flat,10,15,1,38.3,-1,0,8950000.0,Крюково,Зеленоград,к2033,Зеленоград — Крюково,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/303780364/,Москва,sale,flat,4,9,1,33.0,-1,0,11900000.0,Нагатинский затон,Судостроительная ,6,Коломенская,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/303202031/,Москва,sale,flat,2,25,2,41.3,-1,0,12200000.0,Орехово-Борисово Южное,Ясеневая ,12к2,Домодедовская,Ясеневая 14
Unique,real_estate_agent,https://www.cian.ru/sale/flat/303783084/,Москва,sale,flat,6,9,2,60.0,-1,0,18000000.0,, Ясеневая,1к1,Ольховая,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301448358/,Москва,sale,flat,10,14,3,55.0,-1,0,18900000.0,Можайский,,4.2,Давыдково,Верейская 41 ЖК
Никита Пучинин,realtor,https://www.cian.ru/sale/flat/304173925/,Москва,sale,flat,25,43,1,35.0,-1,0,24450000.0,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Группа Родина,developer,https://www.cian.ru/sale/flat/303794648/,Москва,sale,flat,4,14,2,42.7,-1,0,27017196.0,Можайский,,,Давыдково,Родина Парк ЖК
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/302141509/,Москва,sale,flat,17,47,2,63.5,-1,0,28000000.0,Обручевский, Академика Волгина,2С3,Воронцовская,Архитектор
Level Group,developer,https://www.cian.ru/sale/flat/301554639/,Москва,sale,flat,47,48,3,54.2,-1,0,,Очаково-Матвеевское,,к8,Аминьевская,Левел Мичуринский ЖК
Forma,developer,https://www.cian.ru/sale/flat/297983510/,Москва,sale,flat,16,29,2,63.4,-1,0,30932860.0,Аэропорт,Часовая ,28к8,Сокол,SOUL
Level Group,developer,https://www.cian.ru/sale/flat/300087628/,Москва,sale,flat,12,21,3,70.9,-1,0,,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/300441166/,Москва,sale,flat,2,9,3,73.4,-1,0,46000000.0,Хамовники,Фрунзенская набережная,28,Фрунзенская,
333980,real_estate_agent,https://www.cian.ru/sale/flat/292237966/,Москва,sale,flat,8,14,4,94.0,-1,0,50500000.0,Раменки,проспект Генерала Дорохова,39к1А,Минская,Собрание клубных домов West Garden
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300577056/,Москва,sale,flat,35,78,2,83.0,-1,0,63000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Пионер,developer,https://www.cian.ru/sale/flat/301459890/,Москва,sale,flat,7,18,3,84.9,-1,0,63449412.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301523573/,Москва,sale,flat,8,12,4,136.9,-1,0,102000000.0,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299107582/,Москва,sale,flat,5,6,2,94.0,-1,0,111110000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295368854/,Москва,sale,flat,4,6,4,192.0,-1,0,115000000.0,Тверской, Малая Дмитровка,23/15С1,Пушкинская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304054001/,Москва,sale,flat,3,10,4,147.0,-1,0,129000000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Capital Group,developer,https://www.cian.ru/sale/flat/301482886/,Москва,sale,flat,11,18,3,115.6,-1,0,131221490.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/280116651/,Москва,sale,flat,62,77,2,111.0,-1,0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297761650/,Москва,sale,flat,2,13,3,120.0,-1,0,160000000.0,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303212775/,Москва,sale,flat,6,18,5,410.0,-1,0,174000000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
Мозаик Групп,real_estate_agent,https://www.cian.ru/sale/flat/304137069/,Москва,sale,flat,13,15,4,195.0,-1,0,185000000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
Istudio,real_estate_agent,https://www.cian.ru/sale/flat/297587036/,Москва,sale,flat,3,10,4,180.0,-1,0,185000000.0,Раменки,Минская ,2Вк1,Минская,Снегири Эко
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/296649966/,Москва,sale,flat,3,15,3,122.7,-1,0,200000000.0,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,White Khamovniki
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087986/,Москва,sale,flat,5,12,3,135.08,-1,0,206400000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300566778/,Москва,sale,flat,4,4,4,257.3,-1,0,232000000.0,Пресненский,Богословский переулок,8/15С1,Пушкинская,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300542159/,Москва,sale,flat,59,67,5,225.0,-1,0,250000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Istudio,real_estate_agent,https://www.cian.ru/sale/flat/303356899/,Москва,sale,flat,5,6,5,220.0,-1,0,255000000.0,Раменки,Минская ,2Вк4,Минская,Снегири Эко
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297857098/,Москва,sale,flat,6,7,4,230.0,-1,0,260000000.0,Хамовники,1-й Зачатьевский переулок,4,Кропоткинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380821/,Москва,sale,flat,8,9,5,293.0,-1,0,280000000.0,Очаково-Матвеевское,Староволынская ,15к1,Матвеевская,Ближняя дача
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/292544369/,Москва,sale,flat,4,11,4,204.0,-1,0,300000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/291636518/,Москва,sale,flat,5,7,3,172.26,-1,0,378187579.0,Хамовники, Ефремова,19к4,Спортивная,Knightsbridge Private Park
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301132017/,Москва,sale,flat,2,4,3,200.0,-1,0,470000000.0,Якиманка,1-й Голутвинский переулок,7,Октябрьская,1-й Голутвинский пер. д. 7
ID 13184731,realtor,https://www.cian.ru/sale/flat/303480075/,Москва,sale,flat,6,14,2,43.0,-1,0,13300000.0,Люблино,Высотный проезд,4,Люблино,
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/296060335/,Москва,sale,flat,51,53,2,37.4,-1,0,19500000.0,Очаково-Матвеевское,,к1,Мичуринский проспект,Левел Мичуринский ЖК
Tekta Group,developer,https://www.cian.ru/sale/flat/301261798/,Москва,sale,flat,31,34,1,39.2,-1,0,21360080.0,Обручевский,,,Воронцовская,Эвер ЖК
MR Group,developer,https://www.cian.ru/sale/flat/303227148/,Москва,sale,flat,30,30,3,78.0,-1,0,27731079.0,Южнопортовый,Волгоградский проспект,32/5к2,Дубровка,Метрополия
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/303946752/,Москва,sale,flat,17,17,3,73.1,-1,0,32500000.0,Фили-Давыдково, Герасима Курина,44К1,Славянский бульвар,
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/292945866/,Москва,sale,flat,5,15,2,57.4,-1,0,33000000.0,Якиманка, Шаболовка,23к2,Шаболовская,Созвездие Капитал-1
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/291597285/,Москва,sale,flat,29,29,3,85.0,-1,0,38000000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300342112/,Москва,sale,flat,40,51,3,78.0,-1,0,37990000.0,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299062637/,Москва,sale,flat,6,12,3,95.2,-1,0,47800000.0,Аэропорт,Ленинградский проспект,36с37,Петровский Парк,ВТБ Арена парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/269129840/,Москва,sale,flat,6,18,3,113.4,-1,0,51200000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303619557/,Москва,sale,flat,9,16,4,120.0,-1,0,52900000.0,Коньково, Островитянова,11К1,Коньково,
MR Group,developer,https://www.cian.ru/sale/flat/297453435/,Москва,sale,flat,15,36,2,74.6,-1,0,59362204.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/301779446/,Москва,sale,flat,2,27,4,103.0,-1,0,59800000.0,Раменки, Янковского,1к3,Аминьевская,Событие
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302999320/,Москва,sale,flat,4,8,2,69.8,-1,0,60246160.0,Хамовники,Смоленский бульвар,22/14,Смоленская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302887854/,Москва,sale,flat,5,6,4,95.0,-1,0,65000000.0,Арбат, Арбат,47/23,Смоленская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/271842660/,Москва,sale,flat,3,9,2,65.0,-1,0,87950599.0,Пресненский,Большая Бронная ,9/1,Пушкинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/282935876/,Москва,sale,flat,3,6,3,124.0,-1,0,95000000.0,Хамовники,Пожарский переулок,8,Кропоткинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302958965/,Москва,sale,flat,5,5,3,174.6,-1,0,95000000.0,Академический, Дмитрия Ульянова,31,Академическая,Пирамида
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300417363/,Москва,sale,flat,8,15,5,191.8,-1,0,94582899.0,Ломоносовский, Академика Пилюгина,18,Новаторская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/198782509/,Москва,sale,flat,4,4,3,110.0,-1,0,101143189.0,Хамовники,Гагаринский переулок,28,Смоленская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380842/,Москва,sale,flat,33,73,2,103.0,-1,0,110000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290333469/,Москва,sale,flat,27,31,5,212.0,-1,0,115000000.0,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300379704/,Москва,sale,flat,2,5,5,141.2,-1,0,118000000.0,Мещанский,Последний переулок,5С1,Сухаревская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380862/,Москва,sale,flat,5,5,4,179.0,-1,0,135000000.0,Покровское-Стрешнево,Береговая ,8К1,Стрешнево,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301643637/,Москва,sale,flat,16,27,5,180.0,-1,0,160000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
