author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Балтийская коммерция,developer,https://spb.cian.ru/sale/flat/288420252/,Санкт-Петербург,sale,flat,3,9,3,88.4,-1,0,31212272.0,Петроградский, Чапаева,17к2,Горьковская,Мануфактура James Beck
ID 117456508,realtor,https://spb.cian.ru/sale/flat/304230562/,Санкт-Петербург,sale,flat,1,14,2,87.1,-1,0,31499715.0,Красногвардейский,Магнитогорская ,11,Новочеркасская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/299137102/,Санкт-Петербург,sale,flat,3,4,4,137.8,-1,0,31700000.0,Адмиралтейский,Измайловский проспект,2,Технологический институт,
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/303947985/,Санкт-Петербург,sale,flat,3,10,2,75.0,-1,0,31900000.0,Петроградский, Малая Зеленина,1/22,Чкаловская,Аристократ
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/286119678/,Санкт-Петербург,sale,flat,5,8,2,73.0,-1,0,31900000.0,Петроградский,Петровский проспект,26к2,Крестовский остров,The One
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/301119889/,Санкт-Петербург,sale,flat,2,5,3,131.8,-1,0,32000000.0,Центральный, Достоевского,1,Владимирская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/299679816/,Санкт-Петербург,sale,flat,2,9,3,97.0,-1,0,32000000.0,Петроградский,Петровский проспект,26к2,Крестовский остров,The One
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/300792340/,Санкт-Петербург,sale,flat,3,10,3,113.2,-1,0,32000000.0,Василеостровский,набережная Реки Смоленки,3к2,Спортивная,Самоцветы
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/299526349/,Санкт-Петербург,sale,flat,5,7,1,63.7,-1,0,32000000.0,Центральный,Тележная ,32,Площадь Александра Невского,Новый Невский
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/301256791/,Санкт-Петербург,sale,flat,3,3,4,166.0,-1,0,32000000.0,Пушкинский, Гумилевская,13к2,Купчино,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/304283789/,Санкт-Петербург,sale,flat,6,23,3,114.2,-1,0,32000000.0,Выборгский,Ярославский проспект,78,Удельная,Илмаринен
Константин Михайловер,realtor,https://spb.cian.ru/sale/flat/304825503/,Санкт-Петербург,sale,flat,6,6,3,97.0,-1,0,32500000.0,Курортный, Токарева,13а,Беговая,
8 ЭТАЖ,real_estate_agent,https://spb.cian.ru/sale/flat/304297313/,Санкт-Петербург,sale,flat,3,10,3,90.0,-1,0,32500000.0,Петроградский,Аптекарский проспект,18,Петроградская,Skandi Klubb
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/301654505/,Санкт-Петербург,sale,flat,5,5,3,65.0,-1,0,32900000.0,Московский,Киевская ,3к1Г,Фрунзенская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/296560059/,Санкт-Петербург,sale,flat,4,14,2,76.2,-1,0,32990000.0,Петроградский,Дивенская ,5,Горьковская,Серебряные зеркала
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302391720/,Санкт-Петербург,sale,flat,4,5,3,110.3,-1,0,33000000.0,Адмиралтейский,Большая Подьяческая ,35,Садовая,
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/303780836/,Санкт-Петербург,sale,flat,3,9,3,83.1,-1,0,33500000.0,Петроградский,проспект Медиков,10к8,Петроградская,Европа Сити
Адмирал,real_estate_agent,https://spb.cian.ru/sale/flat/304180788/,Санкт-Петербург,sale,flat,7,12,3,127.7,-1,0,33500000.0,Приморский,Старобельская ,4,Черная речка,
ID 69769975,homeowner,https://spb.cian.ru/sale/flat/276352592/,Санкт-Петербург,sale,flat,12,17,5,177.0,-1,0,33547311.0,Василеостровский,Капитанская ,5Б,Приморская,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/298800503/,Санкт-Петербург,sale,flat,11,11,4,102.7,-1,0,33377500.0,Московский, Решетникова,29,Электросила,iD Park Pobedy
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/301120711/,Санкт-Петербург,sale,flat,4,4,2,86.6,-1,0,33700000.0,Центральный,Дмитровский переулок,16-18/6,Достоевская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/299414657/,Санкт-Петербург,sale,flat,8,15,2,85.0,-1,0,33900000.0,Красногвардейский,Магнитогорская ,3к2,Новочеркасская,Magnifika Residence
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/301762601/,Санкт-Петербург,sale,flat,2,8,3,93.0,-1,0,34100000.0,Петроградский,Офицерский переулок,8с2,Спортивная,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/301677350/,Санкт-Петербург,sale,flat,5,6,2,104.0,-1,0,34000000.0,Центральный,Лиговский проспект,139,Обводный канал,
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/286808423/,Санкт-Петербург,sale,flat,1,2,4,121.0,-1,0,34000000.0,Василеостровский,15-я Васильевского острова линия,84,Василеостровская,Халькон
Richness Realty,real_estate_agent,https://spb.cian.ru/sale/flat/304676617/,Санкт-Петербург,sale,flat,2,6,2,106.3,-1,0,34100000.0,Центральный,Исполкомская ,4-6,Площадь Александра Невского,
Анна Баранова,realtor,https://spb.cian.ru/sale/flat/295141351/,Санкт-Петербург,sale,flat,8,11,3,110.8,-1,0,34348000.0,Адмиралтейский,набережная Обводного Канала,108,Фрунзенская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/297173416/,Санкт-Петербург,sale,flat,9,11,4,114.0,-1,0,34400000.0,Московский,Сызранская ,23,Электросила,iD Park Pobedy
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303812903/,Санкт-Петербург,sale,flat,2,7,1,74.2,-1,0,34900000.0,Петроградский, Рентгена,25,Петроградская,White House
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/298218480/,Санкт-Петербург,sale,flat,3,5,4,158.3,-1,0,34900000.0,Центральный,Суворовский проспект,23,Площадь Восстания,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/267475892/,Санкт-Петербург,sale,flat,3,10,3,94.12,-1,0,34824400.0,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/285158626/,Санкт-Петербург,sale,flat,2,5,3,81.8,-1,0,35000000.0,Центральный,Кирилловская ,22,Площадь Александра Невского,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/302310198/,Санкт-Петербург,sale,flat,8,8,2,74.39,-1,0,35000000.0,Петроградский,Петровский проспект,28к2,Крестовский остров,Grand View
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/299613857/,Санкт-Петербург,sale,flat,6,8,3,96.5,-1,0,35400000.0,Петроградский,Петровский проспект,22к2,Чкаловская,Familia
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/298613089/,Санкт-Петербург,sale,flat,8,12,2,70.0,-1,0,35900000.0,Петроградский,Пионерская ,50,Чкаловская,Премьер Палас
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/301519524/,Санкт-Петербург,sale,flat,8,8,3,115.4,-1,0,35900000.0,Петроградский,Большая Разночинная ,11,Чкаловская,
Ритм Эстейт,real_estate_agent,https://spb.cian.ru/sale/flat/300244699/,Санкт-Петербург,sale,flat,7,12,3,98.0,-1,0,35900000.0,Адмиралтейский, Красуцкого,3М,Фрунзенская,Новомосковский
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/299604796/,Санкт-Петербург,sale,flat,2,3,2,93.5,-1,0,36000000.0,Василеостровский,1-я Васильевского острова линия,8,Василеостровская,
Недвижимость Двух Столиц,real_estate_agent,https://spb.cian.ru/sale/flat/299604120/,Санкт-Петербург,sale,flat,2,14,2,62.0,-1,0,35800000.0,Петроградский,Петрозаводская ,13,Чкаловская,Петроградский эталон
ID 15352361,unknown,https://spb.cian.ru/sale/flat/304472726/,Санкт-Петербург,sale,flat,3,9,2,67.3,-1,0,35750000.0,Петроградский, Большая Зеленина,34,Чкаловская,Дом на Зелейной
Stanley Realty,real_estate_agent,https://spb.cian.ru/sale/flat/301125219/,Санкт-Петербург,sale,flat,5,6,4,157.8,-1,0,36300000.0,Центральный, Марата,22-24,Владимирская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/298751122/,Санкт-Петербург,sale,flat,4,8,2,70.0,-1,0,36400000.0,Петроградский,Петровский проспект,24к2,Крестовский остров,Петровский квартал на воде
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/304298902/,Санкт-Петербург,sale,flat,4,5,2,102.0,-1,0,36500000.0,Тишина и комфорт. Центральный 2-комн. квартира,102 м²,4/5 этаж,,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/283715836/,Санкт-Петербург,sale,flat,4,7,3,121.1,-1,0,36400000.0,Василеостровский,Гаванская ,22,Горный институт,
Ваш Дом,real_estate_agent,https://spb.cian.ru/sale/flat/299650689/,Санкт-Петербург,sale,flat,9,10,3,92.3,-1,0,37000000.0,Красногвардейский,Магнитогорская ,5к3,Новочеркасская,Magnifika Residence
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302080736/,Санкт-Петербург,sale,flat,4,4,4,170.9,-1,0,36950000.0,Адмиралтейский,Большая Морская ,31,Адмиралтейская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/283219239/,Санкт-Петербург,sale,flat,6,15,3,108.0,-1,0,37000000.0,Петроградский,Дивенская ,5,Горьковская,Серебряные зеркала
Ампир Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/295936728/,Санкт-Петербург,sale,flat,3,3,3,126.0,-1,0,37500000.0,Курортный,Дубковское шоссе,30,,
Смарт Инновации,real_estate_agent,https://spb.cian.ru/sale/flat/303751717/,Санкт-Петербург,sale,flat,3,6,4,114.9,-1,0,37200000.0,Василеостровский,6-я Васильевского острова линия,39,Василеостровская,
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/303578942/,Санкт-Петербург,sale,flat,2,8,3,119.1,-1,0,37453000.0,Петроградский, Графтио,5,Петроградская,
ID 107867813,realtor,https://spb.cian.ru/sale/flat/299896805/,Санкт-Петербург,sale,flat,8,8,3,104.9,-1,0,37449300.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
GloraX,developer,https://spb.cian.ru/sale/flat/304043856/,Санкт-Петербург,sale,flat,10,19,4,101.8,-1,0,37819999.0,Василеостровский,Морской,,,Глоракс Премиум Василеостровский ЖК
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/297774441/,Санкт-Петербург,sale,flat,3,4,3,116.3,-1,0,37900000.0,Выборгский,Большая Озерная ,77,Проспект Просвещения,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296753472/,Санкт-Петербург,sale,flat,2,8,3,122.9,-1,0,38099000.0,Петроградский,Петровский проспект,26к2,Чкаловская,The One
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/296366690/,Санкт-Петербург,sale,flat,9,14,4,120.6,-1,0,38500000.0,Московский,Смоленская ,13,Фрунзенская,Галант
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/287406880/,Санкт-Петербург,sale,flat,2,4,2,92.9,-1,0,39000000.0,Центральный, Рубинштейна,11,Достоевская,
ID 117456508,realtor,https://spb.cian.ru/sale/flat/304233584/,Санкт-Петербург,sale,flat,2,14,3,90.2,-1,0,39195868.0,Красногвардейский,Магнитогорская ,11,Новочеркасская,
ЮВИКОЛ,real_estate_agent,https://spb.cian.ru/sale/flat/286530380/,Санкт-Петербург,sale,flat,6,7,4,137.0,-1,0,39500000.0,Пушкинский,Детскосельский бульвар,5а,Купчино,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301433908/,Санкт-Петербург,sale,flat,8,11,3,90.1,-1,0,40000000.0,Петроградский, Глухая Зеленина,6,Чкаловская,Классика. Дом для Души
ID 12862825,homeowner,https://spb.cian.ru/sale/flat/301601049/,Санкт-Петербург,sale,flat,2,10,2,109.0,-1,0,40050000.0,Московский,Смоленская ,14,Фрунзенская,Богемия
ID 117456508,realtor,https://spb.cian.ru/sale/flat/304238648/,Санкт-Петербург,sale,flat,9,14,2,87.2,-1,0,40625084.0,Красногвардейский,Магнитогорская ,11,Новочеркасская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/292922628/,Санкт-Петербург,sale,flat,5,6,5,184.3,-1,0,41000000.0,Центральный,Фурштатская ,2/12,Чернышевская,
NEXT,real_estate_agent,https://spb.cian.ru/sale/flat/292456865/,Санкт-Петербург,sale,flat,3,9,3,108.34,-1,0,41020000.0,Петроградский,Лодейнопольская ,7,Чкаловская,Авторский дом Tesoro by Akvilon
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/303469016/,Санкт-Петербург,sale,flat,6,14,4,130.0,-1,0,41300000.0,Калининский, Жукова,1,Выборгская,Пять Звезд
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/304352418/,Санкт-Петербург,sale,flat,3,4,3,99.5,-1,0,41478000.0,Центральный,Большая Морская ,9,Адмиралтейская,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/284799004/,Санкт-Петербург,sale,flat,12,12,4,149.08,-1,0,42189640.0,Выборгский,проспект Энгельса,29,Удельная,ID Svetlanovskiy
Puzzle Realty,real_estate_agent,https://spb.cian.ru/sale/flat/297797023/,Санкт-Петербург,sale,flat,2,9,3,95.0,-1,0,42500000.0,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,Четыре горизонта
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/304137761/,Санкт-Петербург,sale,flat,6,12,3,127.0,-1,0,42900000.0,Центральный,Новгородская ,23,Чернышевская,Александрия
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/303575288/,Санкт-Петербург,sale,flat,2,13,3,115.6,-1,0,42772000.0,Петроградский,Барочная ,12,Чкаловская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/304671670/,Санкт-Петербург,sale,flat,2,6,4,101.0,-1,0,43550000.0,Центральный, Пестеля,13-15,Чернышевская,
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/292115967/,Санкт-Петербург,sale,flat,3,8,4,122.6,-1,0,43990000.0,Адмиралтейский,набережная Обводного Канала,106,Фрунзенская,"Московский, 65"
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303523406/,Санкт-Петербург,sale,flat,4,8,3,110.8,-1,0,44280000.0,Петроградский,Петровский проспект,26к2,Крестовский остров,The One
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303506004/,Санкт-Петербург,sale,flat,9,10,2,100.4,-1,0,45000000.0,Петроградский, Большая Зеленина,8к2,Чкаловская,
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/288050344/,Санкт-Петербург,sale,flat,3,3,3,142.5,-1,0,44990000.0,Василеостровский,15-я Васильевского острова линия,24-26,Василеостровская,
CityRealty,real_estate_agent,https://spb.cian.ru/sale/flat/303763882/,Санкт-Петербург,sale,flat,8,8,3,99.31,-1,0,45000000.0,Центральный, Моисеенко,27,Площадь Александра Невского,Форсайт
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/302749445/,Санкт-Петербург,sale,flat,7,9,3,131.8,-1,0,44990000.0,Адмиралтейский, Егорова,25,Фрунзенская,
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/302927139/,Санкт-Петербург,sale,flat,2,9,4,116.5,-1,0,45000000.0,Петроградский,Петровский проспект,11к2,Крестовский остров,Neva Haus
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300352603/,Санкт-Петербург,sale,flat,4,6,3,96.0,-1,0,45500000.0,Петроградский,Каменноостровский проспект,73-75,Петроградская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302538301/,Санкт-Петербург,sale,flat,1,9,1,56.0,-1,0,46500000.0,Петроградский,набережная Адмирала Лазарева,22,Чкаловская,One Trinity Place
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302927611/,Санкт-Петербург,sale,flat,2,8,2,84.0,-1,0,47000000.0,Центральный,Парадная ,3к2,Чернышевская,Парадный квартал
Анна  Иванова,realtor,https://spb.cian.ru/sale/flat/303140054/,Санкт-Петербург,sale,flat,7,9,4,136.0,-1,0,46999900.0,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
Дом на Ленсовета,developer,https://spb.cian.ru/sale/flat/299739427/,Санкт-Петербург,sale,flat,20,23,5,157.0,-1,0,48200000.0,Московский, Ленсовета,87к3,Звездная,Клубный дом BARCELONA
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/298804781/,Санкт-Петербург,sale,flat,3,4,4,237.7,-1,0,49000000.0,Василеостровский,Морская набережная,31К2,Приморская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/303282030/,Санкт-Петербург,sale,flat,5,6,3,135.0,-1,0,49000000.0,Центральный, Некрасова,40,Чернышевская,
Ирина Степанова,realtor,https://spb.cian.ru/sale/flat/303673023/,Санкт-Петербург,sale,flat,11,15,3,123.0,-1,0,49000000.0,Московский, Победы,3,Московская,Столица Residence
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300212572/,Санкт-Петербург,sale,flat,8,8,4,117.6,-1,0,49392000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
Адвекс,real_estate_agent,https://spb.cian.ru/sale/flat/302918193/,Санкт-Петербург,sale,flat,4,4,3,83.0,-1,0,49700000.0,Центральный,набережная Реки Мойки,57,Адмиралтейская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/303788371/,Санкт-Петербург,sale,flat,6,6,3,120.0,-1,0,49900000.0,Центральный,Кирочная ,64,Чернышевская,Резиденция на Суворовском
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/303000588/,Санкт-Петербург,sale,flat,4,5,2,95.0,-1,0,50000000.0,Центральный, Восстания,43,Чернышевская,
Алина Аверочкина,realtor,https://spb.cian.ru/sale/flat/304090531/,Санкт-Петербург,sale,flat,8,9,3,102.6,-1,0,50000000.0,Выборгский, Александра Матросова,3,Лесная,Притяжение
Время Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/303270197/,Санкт-Петербург,sale,flat,5,9,3,118.4,-1,0,50500000.0,Петроградский, Куйбышева,26к2,Горьковская,
ID 107912255,realtor,https://spb.cian.ru/sale/flat/293445874/,Санкт-Петербург,sale,flat,7,11,3,139.8,-1,0,51452165.0,Петроградский, Грота,1-3Г,Чкаловская,Дом на ул. Грота 1/3Г
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/304071971/,Санкт-Петербург,sale,flat,5,6,4,216.4,-1,0,52000000.0,Петроградский,проспект Большой Петроградской стороны,13/4,Спортивная,
Мир квартир элит Крестовский,real_estate_agent,https://spb.cian.ru/sale/flat/295993569/,Санкт-Петербург,sale,flat,7,7,3,116.6,-1,0,52300000.0,Центральный,Стремянная ,15/1,Маяковская,Дворцовая слобода
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/295800988/,Санкт-Петербург,sale,flat,5,8,2,75.6,-1,0,53500000.0,Петроградский,Петровский,,Спортивная,17/33 Петровский остров
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/295989142/,Санкт-Петербург,sale,flat,2,4,3,100.2,-1,0,53800000.0,Центральный,Виленский переулок,9,Чернышевская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559893/,Санкт-Петербург,sale,flat,10,15,4,173.4,-1,0,55000000.0,Приморский,Дибуновская ,50,Старая Деревня,
MG Мегаполис,real_estate_agent,https://spb.cian.ru/sale/flat/301967486/,Санкт-Петербург,sale,flat,5,6,3,122.6,-1,0,54900000.0,Приморский,Приморский проспект,43,Черная речка,Дом на Приморском 43
SaFri,real_estate_agent,https://spb.cian.ru/sale/flat/298086502/,Санкт-Петербург,sale,flat,5,8,2,82.3,-1,0,55000000.0,Центральный,Дегтярный переулок,26,Площадь Александра Невского,Дом у ратуши
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/291528303/,Санкт-Петербург,sale,flat,7,8,3,141.2,-1,0,55700000.0,Центральный,9-я Советская ,5,Площадь Восстания,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/300963253/,Санкт-Петербург,sale,flat,8,8,4,124.0,-1,0,56000000.0,Петроградский,Петровский проспект,28к1,Крестовский остров,Grand View
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/298258646/,Санкт-Петербург,sale,flat,8,10,3,114.0,-1,0,57000000.0,Петроградский,Каменноостровский проспект,40,Петроградская,
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/300388003/,Санкт-Петербург,sale,flat,7,10,4,144.9,-1,0,57400000.0,Василеостровский,набережная Макарова,60,Приморская,Docklands
IVA,real_estate_agent,https://spb.cian.ru/sale/flat/298151079/,Санкт-Петербург,sale,flat,8,8,3,165.4,-1,0,57890000.0,Приморский,Приморский проспект,78к5,Беговая,Лахта Плаза
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/304489102/,Санкт-Петербург,sale,flat,3,4,4,182.0,-1,0,59000000.0,Красносельский, Катерников,6к1,Ленинский проспект,Duderhof Club
HOME INVEST,real_estate_agent,https://spb.cian.ru/sale/flat/292012593/,Санкт-Петербург,sale,flat,4,9,3,121.0,-1,0,60000000.0,Петроградский, Глухая Зеленина,6,Чкаловская,Классика. Дом для Души
TOWN GROUP,real_estate_agent,https://spb.cian.ru/sale/flat/302073599/,Санкт-Петербург,sale,flat,12,14,4,124.5,-1,0,59900000.0,Красногвардейский,Магнитогорская ,3к2,Новочеркасская,Magnifika Residence
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559441/,Санкт-Петербург,sale,flat,5,5,2,88.0,-1,0,60000000.0,Петроградский,проспект Добролюбова,21а,Спортивная,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559723/,Санкт-Петербург,sale,flat,2,8,4,133.4,-1,0,59900000.0,Центральный,Захарьевская ,33,Чернышевская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303606403/,Санкт-Петербург,sale,flat,2,5,3,166.7,-1,0,61000000.0,Центральный,Захарьевская ,25,Чернышевская,
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/304305564/,Санкт-Петербург,sale,flat,5,8,4,131.3,-1,0,62000000.0,Центральный,Кирочная ,64,Чернышевская,Резиденция на Суворовском
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/303210866/,Санкт-Петербург,sale,flat,4,6,4,119.0,-1,0,61880000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
МАЖОРДОМ,real_estate_agent,https://spb.cian.ru/sale/flat/283635391/,Санкт-Петербург,sale,flat,1,4,4,136.6,-1,0,64000000.0,Пушкинский,Малая ,40,,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/292036474/,Санкт-Петербург,sale,flat,14,14,4,207.0,-1,0,64900000.0,Красногвардейский,Перевозный переулок,4,Новочеркасская,Новый город
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559845/,Санкт-Петербург,sale,flat,2,8,4,110.5,-1,0,65000000.0,Центральный,Парадная ,3к2,Чернышевская,Парадный квартал
Bonava,developer,https://spb.cian.ru/sale/flat/298804765/,Санкт-Петербург,sale,flat,13,14,4,168.8,-1,0,67059851.0,Красногвардейский,Магнитогорская ,1,Новочеркасская,Magnifika Lifestyle
Балтийская коммерция,developer,https://spb.cian.ru/sale/flat/258155755/,Санкт-Петербург,sale,flat,7,9,4,168.8,-1,0,67459232.0,Петроградский, Чапаева,17к2,Горьковская,Мануфактура James Beck
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303538991/,Санкт-Петербург,sale,flat,2,6,4,226.0,-1,0,69000000.0,Центральный,Таврическая ,7,Чернышевская,
Richness Realty,real_estate_agent,https://spb.cian.ru/sale/flat/304673548/,Санкт-Петербург,sale,flat,5,9,2,118.7,-1,0,69700000.0,Центральный,Тверская ,1,Чернышевская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559795/,Санкт-Петербург,sale,flat,2,8,3,131.6,-1,0,70000000.0,Центральный,Парадная ,3к2,Чернышевская,Парадный квартал
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303523413/,Санкт-Петербург,sale,flat,4,8,3,133.0,-1,0,69870000.0,Петроградский,Петровский проспект,28к1,Крестовский остров,Grand View
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300992091/,Санкт-Петербург,sale,flat,8,8,3,153.4,-1,0,70000000.0,Центральный,Захарьевская ,33,Чернышевская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/300948308/,Санкт-Петербург,sale,flat,6,12,4,179.0,-1,0,70000000.0,Центральный,Кирочная ,64,Чернышевская,Резиденция на Суворовском
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/300559587/,Санкт-Петербург,sale,flat,8,17,4,140.0,-1,0,69990000.0,Приморский,Ушаковская набережная,3к2,Черная речка,Riverside
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303542771/,Санкт-Петербург,sale,flat,7,8,5,324.5,-1,0,70000000.0,Василеостровский,7-я Васильевского острова линия,34,Василеостровская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303582868/,Санкт-Петербург,sale,flat,3,8,2,80.1,-1,0,73600000.0,Петроградский, Эсперова,10,Крестовский остров,Esper Club
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/301460908/,Санкт-Петербург,sale,flat,6,7,4,219.6,-1,0,75000000.0,Василеостровский,2-я Васильевского острова линия,27,Василеостровская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302860681/,Санкт-Петербург,sale,flat,4,9,2,78.6,-1,0,75000000.0,Петроградский,набережная Адмирала Лазарева,22,Чкаловская,One Trinity Place
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/303027814/,Санкт-Петербург,sale,flat,7,9,2,115.0,-1,0,75000000.0,Центральный,Кирочная ,57,Чернышевская,Дом на Кирочной
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/302544403/,Санкт-Петербург,sale,flat,3,7,3,160.0,-1,0,77000000.0,Курортный,Приморское шоссе,424,Черная речка,Crystal
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/304283140/,Санкт-Петербург,sale,flat,3,8,3,138.7,-1,0,77672000.0,Петроградский,Морской проспект,33,Крестовский остров,Морской 33
